date,predicted_roberta,RateDiff,prev_decision,Employ_diff_year,Rsales_diff_year,Unemp_diff_year,Employ_diff_prev,GDP_diff_year,PCE_diff_prev,Unemp_diff_prev,Hsales_diff_year,GDP_diff_prev,Taylor,next_decision
2008-08-05,0.1,0.0,0,-550.0,-3.819949561612905,-1.0999999999999996,-197.0,1.3760107660276268,0.2295594970248719,-0.20000000000000018,-38.688946015424165,0.5954282618129348,8.028941478546557,0
2008-09-16,-0.2,0.0,0,-808.0,-4.80360577998479,-1.5,-283.0,1.3760107660276268,0.18003646308113178,-0.2999999999999998,-37.76824034334764,0.5954282618129348,8.074547523323695,0
2008-10-07,-0.09090909090909091,-0.5,0,-1345.0,-6.288801637638847,-1.3999999999999995,-451.0,1.3760107660276268,0.12284173889304793,0.0,-36.88046647230321,0.5954282618129348,8.034706566328104,-1
2008-10-29,-0.3,-0.5,-1,-1345.0,-6.288801637638847,-1.3999999999999995,-451.0,1.3760107660276268,0.12284173889304793,0.0,-36.88046647230321,0.5954282618129348,8.034706566328104,-1
2008-12-16,0.0,-1.0,-1,-2746.0,-11.403147538064285,-2.0999999999999996,-748.0,0.265967272128689,-0.1418584593036452,-0.2999999999999998,-39.31357254290172,-0.5252580505168849,6.6751991759463625,0
2009-01-28,0.0,0.0,0,-3549.0,-11.256418802501427,-2.3,-697.0,0.265967272128689,-0.044322714823108594,-0.5,-39.09531502423263,-0.5252580505168849,6.308994710649236,0
2009-03-18,-0.13636363636363635,-0.5,0,-5012.0,-9.758273940947,-3.4000000000000004,-758.0,-2.5411536884212564,-0.03071357881445702,-0.5000000000000009,-37.268128161888704,-2.189026595298111,4.264090608302817,0
2009-04-29,0.0,0.0,-1,-5762.0,-11.138406917482678,-3.5999999999999996,-818.0,-2.5411536884212564,0.07965226098631481,-0.3999999999999986,-36.63551401869159,-2.189026595298111,4.236956401982571,0
2009-06-03,-0.07692307692307693,0.0,0,-6213.0,-10.54804589252696,-4.0,-668.0,-3.2342272930783187,0.22268931432142014,-0.3000000000000007,-37.12686567164179,-1.1348742974822976,3.5292637052728297,0
2009-06-24,0.17647058823529413,0.0,0,-6377.0,-10.19853374615838,-4.0,-355.0,-3.2342272930783187,0.22268931432142014,-0.40000000000000036,-25.396825396825395,-1.1348742974822976,3.5292637052728297,0
2009-08-12,0.0,0.0,0,-6831.0,-7.390882864784685,-3.7,-341.0,-3.978837405318722,0.12800326238403195,0.0,-13.836477987421384,-0.17865095063510567,2.9435191412790185,0
2009-09-23,-0.041666666666666664,0.0,0,-6729.0,-5.478341576888283,-3.5,-181.0,-3.978837405318722,0.08598063173138702,-0.09999999999999964,-3.9080459770114944,-0.17865095063510567,2.8016747571142293,0
2009-11-04,0.26666666666666666,0.0,0,-6232.0,-2.9836339714977806,-3.5,-178.0,-3.132815700686368,0.17607422205667297,-0.1999999999999993,0.7633587786259541,0.351192395175041,2.9543411923372145,0
2009-12-16,0.0,0.0,0,-5487.0,-0.4258660217957979,-3.1000000000000005,-3.0,-3.132815700686368,0.36842994760858344,0.09999999999999964,-3.5989717223650386,0.351192395175041,3.7264198291664616,0
2010-01-27,0.29411764705882354,0.0,0,-5041.0,1.3577944275047265,-2.6000000000000005,-251.0,-3.132815700686368,0.08755977638580517,0.0,-6.631299734748011,0.351192395175041,3.926785188940073,0
2010-03-16,0.03571428571428571,0.0,0,-3611.0,1.1396625381894705,-1.5,-98.0,0.10557252348298501,0.14792236317180374,0.0,-9.67741935483871,1.0809136508185786,4.778878724329492,0
2010-04-28,0.2857142857142857,0.0,0,-2629.0,4.998743386669588,-1.200000000000001,164.0,0.10557252348298501,0.08727956315460003,-0.09999999999999964,12.389380530973451,1.0809136508185786,4.790503873391058,0
2010-05-09,0.2,0.0,0,-1710.0,5.5040217747164215,-0.9000000000000004,251.0,1.7452658449103253,0.14869306620753925,0.0,25.222551928783382,0.48450095056860387,4.9954131001495785,0
2010-06-23,0.13333333333333333,0.0,0,-825.0,3.8314713436279164,-0.1999999999999993,530.0,1.7452658449103253,0.05135132118019456,0.3000000000000007,-25.53191489361702,0.48450095056860387,4.734420376663882,0
2010-08-10,-0.18181818181818182,0.0,0,-241.0,2.7645003846590406,0.09999999999999964,-81.0,2.9135950291180013,0.04792474700190824,0.0,-31.143552311435524,0.9675861183123937,4.995399070175946,0
2010-09-21,0.18181818181818182,0.0,0,-56.0,1.6872995749123723,0.09999999999999964,4.0,2.9135950291180013,0.002227990241413381,-0.09999999999999964,-32.535885167464116,0.9675861183123937,4.8679254633017575,0
2010-10-15,0.14285714285714285,0.0,0,99.0,4.956095321298074,0.3000000000000007,-85.0,2.9135950291180013,0.09580144593344976,0.0,-17.875647668393782,0.9675861183123937,4.788477945968204,-1
2010-11-03,-0.13333333333333333,-0.5,0,99.0,4.956095321298074,0.3000000000000007,-85.0,3.3442092537792205,0.056758110288800775,0.0,-17.875647668393782,0.771084936047321,4.8348186461772436,0
2010-12-14,0.0,0.0,-1,695.0,5.440713569297344,0.09999999999999964,134.0,3.3442092537792205,0.15238137610393127,-0.40000000000000036,-23.466666666666665,0.771084936047321,4.5077481459129265,0
2011-01-26,0.1,0.0,0,1027.0,5.168125808599098,0.5999999999999996,81.0,3.3442092537792205,0.12993791855001524,0.5,-7.386363636363637,0.771084936047321,4.571944899864676,0
2011-03-15,0.0851063829787234,0.0,0,1352.0,5.911734476448322,0.8000000000000007,210.0,2.7759609093124733,0.21401878486121806,0.09999999999999964,-19.642857142857142,0.525110260826861,4.664714349834862,0
2011-04-27,0.09090909090909091,0.0,0,1413.0,4.130456130014239,0.9000000000000004,225.0,2.7759609093124733,0.17483291284911395,0.0,-21.25984251968504,0.525110260826861,4.797403983556761,0
2011-06-22,0.030303030303030304,0.0,0,1059.0,3.789520202795185,0.5999999999999996,100.0,2.037797199613346,0.22941092128337587,0.09999999999999964,8.928571428571429,-0.237204897109015,4.754975456307741,0
2011-08-09,-0.3333333333333333,0.0,0,1571.0,4.237693752070984,0.40000000000000036,55.0,1.7437088645502035,0.10978032956055872,0.09999999999999964,4.593639575971731,0.6765822931436601,5.149084314437937,-1
2011-09-21,-0.07142857142857142,-0.5,0,1700.0,3.7085250851041724,0.5,133.0,1.7437088645502035,0.14804092509128192,0.0,6.028368794326241,0.6765822931436601,5.371268375893914,0
2011-11-02,-0.05555555555555555,0.0,-1,2006.0,3.915814544106836,0.5,221.0,0.9426534645672292,0.06775363902609348,0.0,-4.100946372239748,-0.022312735917136298,5.282161781628895,0
2011-12-13,0.10204081632653061,0.0,0,1947.0,3.0152196802909925,1.200000000000001,144.0,0.9426534645672292,0.048050671617354095,0.20000000000000107,14.285714285714285,-0.022312735917136298,5.123011776467431,0
2012-01-25,0.041666666666666664,0.0,0,2066.0,2.901077901525783,0.8000000000000007,200.0,0.9426534645672292,0.21175802824896042,0.09999999999999964,4.601226993865031,-0.022312735917136298,5.247721196331437,0
2012-03-13,0.12727272727272726,0.0,0,2466.0,3.702432587560726,0.6999999999999993,272.0,1.5430758716065247,0.29904306220096316,0.0,35.55555555555556,1.1230490567579874,5.897497795642328,0
2012-04-25,0.04878048780487805,0.0,0,2467.0,3.4385203871135057,0.8000000000000007,226.0,1.5430758716065247,0.13986013986014514,0.10000000000000142,18.0,1.1230490567579874,5.844050644698372,-1
2012-06-20,0.11904761904761904,-0.5,0,2231.0,3.1957988610087704,0.8000000000000007,108.0,2.638069310886242,0.15131699830308856,0.0,21.311475409836063,0.8385908199716599,5.91901220954246,0
2012-08-01,0.1111111111111111,0.0,-1,2071.0,1.579515583927901,0.9000000000000004,72.0,2.4033358391379123,0.10242035469785875,0.0,19.601328903654487,0.4463347461653046,5.698344581072401,-1
2012-09-13,0.14893617021276595,-0.5,0,2206.0,3.0791261764029914,0.9000000000000004,177.0,2.4033358391379123,0.10339256865913155,0.09999999999999964,25.418060200668897,0.4463347461653046,5.619025137528724,0
2012-10-24,0.17307692307692307,0.0,-1,2167.0,2.5655717576622195,1.2000000000000002,182.0,2.4033358391379123,0.06347771824499979,0.2999999999999998,26.644736842105267,0.4463347461653046,5.412111368678164,-1
2012-12-12,0.17391304347826086,-0.5,0,2133.0,2.2788515145883665,0.8999999999999995,163.0,2.5737123144880445,0.24270020081830676,0.09999999999999964,19.51219512195122,0.14402799732294227,5.643214663810706,0
2013-01-30,0.04081632653061224,0.0,-1,2174.0,2.59353618125156,0.5999999999999996,241.0,2.5737123144880445,0.10712946595960611,-0.20000000000000018,17.008797653958943,0.14402799732294227,5.483644367972112,0
2013-03-20,0.08333333333333333,0.0,0,2026.0,2.16428726305819,0.6000000000000005,279.0,1.551852007332467,0.2021087751566687,0.2999999999999998,22.131147540983605,0.11564055376036438,5.041713626151078,0
2013-05-01,0.2391304347826087,0.0,0,1945.0,1.5846153846153848,0.6999999999999993,145.0,1.7008684857094174,0.09167954799850596,0.20000000000000018,25.423728813559322,0.9865606638638367,5.274707286378464,1
2013-06-19,0.1590909090909091,1.0,0,2156.0,2.3959748081672885,0.6999999999999993,215.0,1.7008684857094174,0.04899298122289918,0.09999999999999964,15.675675675675677,0.9865606638638367,5.000103746038693,0
2013-07-31,0.2631578947368421,0.0,1,2262.0,3.2392966890783486,0.6999999999999993,178.0,1.519938204107002,0.1170997583486799,0.0,30.555555555555557,0.267636334812919,5.023885042677325,0
2013-09-18,0.2857142857142857,0.0,0,2305.0,2.213062269889547,0.8999999999999995,244.0,1.519938204107002,0.12737636531540547,0.09999999999999964,1.6,0.267636334812919,5.086573148446895,0
2013-10-30,0.18181818181818182,0.0,0,2307.0,1.955284969958158,0.5999999999999996,184.0,1.519938204107002,0.10813217568298601,0.0,4.675324675324675,0.267636334812919,5.154508372074676,1
2013-12-18,0.1702127659574468,1.0,0,2480.0,1.9839196892956914,0.7999999999999998,275.0,2.237022493295511,0.1692351628359546,0.2999999999999998,13.77551020408163,0.8513935690843849,5.244002890853556,0
2014-01-29,0.25,0.0,1,2293.0,1.9255354051883111,1.2000000000000002,54.0,2.237022493295511,0.16578144303770365,0.20000000000000018,8.521303258145362,0.8513935690843849,5.333165256714123,0
2014-03-19,0.15384615384615385,0.0,0,2163.0,0.7215982395683815,1.0,155.0,3.0091449601746314,0.10846558060676956,-0.10000000000000053,-6.0402684563758395,0.8717417534272659,5.452242169328059,0
2014-04-30,0.21428571428571427,0.0,0,2297.0,2.0097486552128383,0.7999999999999998,279.0,1.6508175559380203,0.047336531178997,0.0,-8.783783783783784,-0.3450959852847698,5.358726614617678,0
2014-06-18,0.18421052631578946,0.0,0,2410.0,2.589516571339027,1.2000000000000002,203.0,1.6508175559380203,0.17112860892388107,-0.09999999999999964,5.373831775700935,-0.3450959852847698,5.229398952020119,0
2014-07-30,0.08571428571428572,0.0,0,2564.0,2.7074055009735245,1.4000000000000004,332.0,1.6508175559380203,0.1687401087902082,0.20000000000000018,-11.063829787234042,-0.3450959852847698,5.30798456490534,0
2014-09-17,0.02702702702702703,0.0,0,2623.0,3.55562764630538,1.1000000000000005,182.0,2.6891521587272944,0.17349135678601704,0.10000000000000053,19.68503937007874,1.2918421292132969,5.695890184191873,1
2014-10-29,0.17647058823529413,0.5,0,2744.0,3.2496142061592828,1.2999999999999998,305.0,2.6891521587272944,0.03860278774727291,0.1999999999999993,16.62531017369727,1.2918421292132969,5.590031100180337,0
2014-12-17,0.2073170731707317,0.0,1,2775.0,3.640109125327098,1.1000000000000005,284.0,3.059782928201687,0.08644662701925615,-0.09999999999999964,-0.8968609865470852,1.2153914093167995,5.849202576433707,1
2018-01-31,0.2727272727272727,0.0,0,2113.0,3.1202040731676965,0.6000000000000005,144.0,2.9941434967617666,0.048763011762825055,0.10000000000000053,12.299465240641712,1.127046626769269,6.545738418830126,1
2018-03-21,0.18604651162790697,0.25,0,2213.0,2.024063812442601,0.5,388.0,2.9941434967617666,0.3218020917135942,-0.09999999999999964,5.281090289608177,1.127046626769269,6.982163274532318,0
2018-05-02,0.14,0.0,1,2306.0,2.058905567206273,0.40000000000000036,223.0,3.328810094759126,0.2183837625249547,0.09999999999999964,7.436708860759493,0.8134098018182265,7.550790828940925,1
2018-06-13,0.125,0.25,0,2366.0,3.2981591790052214,0.6000000000000005,329.0,3.328810094759126,0.180439562606619,0.20000000000000018,4.251968503937007,0.8134098018182265,7.513345003501056,0
2018-08-01,0.14285714285714285,0.0,1,2378.0,2.4971254440737742,0.2999999999999998,211.0,3.2989628465220173,0.09039103949695299,-0.20000000000000018,2.7463651050080773,0.5308251410129666,7.680862234253297,1
2018-09-26,0.22448979591836735,0.25,0,2365.0,3.1039240918463853,0.6000000000000005,250.0,3.2989628465220173,0.1315376158316322,0.0,6.654676258992806,0.5308251410129666,7.703209297664234,0
2018-11-08,0.2391304347826087,0.0,1,2379.0,1.6566579037023101,0.40000000000000036,165.0,3.130030640718673,0.18526505646172456,-0.09999999999999964,-11.501597444089457,0.6236974253114412,7.725326811649653,1
2018-12-19,0.13432835820895522,0.25,0,2245.0,1.3259707549503075,0.40000000000000036,96.0,3.130030640718673,0.1575265397974672,0.0,-12.09563994374121,0.6236974253114412,7.59124495982461,0
2019-01-30,0.13953488372093023,0.0,1,2284.0,-1.2026748453919252,0.19999999999999973,183.0,3.130030640718673,0.1856085028232008,-0.10000000000000009,-13.333333333333334,0.6236974253114412,7.800251657062683,0
2019-03-20,0.1518987341772152,0.0,0,2034.0,-0.07029397039561851,0.2999999999999998,-22.0,2.125110751484537,0.13919306954786653,0.20000000000000018,3.2362459546925564,0.14164421911572167,7.404234912002529,0
2019-05-01,0.2222222222222222,0.0,0,2039.0,1.222264960725565,0.20000000000000018,228.0,1.8512850454525807,0.08741343641644092,0.0,3.829160530191458,0.5431011293150682,7.276390269672783,0
2019-06-19,0.22972972972972974,0.0,0,1875.0,0.5435817276379996,0.09999999999999964,67.0,1.8512850454525807,0.21834273015749234,-0.10000000000000009,-9.06344410876133,0.5431011293150682,7.134616163865056,-1
2019-07-31,0.07792207792207792,-0.25,0,1831.0,1.1716116829152958,0.3999999999999999,167.0,2.1540533335291916,0.10360787807192451,0.10000000000000009,19.968553459119498,0.8296681631043464,7.025661702758011,-1
2019-09-18,0.08,-0.25,-1,1839.0,1.989945013358195,0.09999999999999964,232.0,2.1540533335291916,0.11584577066399374,0.0,21.41652613827993,0.8296681631043464,7.342555102899093,0
2019-10-04,0.20408163265306123,0.0,-1,1957.0,1.8762483103677852,0.20000000000000018,207.0,2.1540533335291916,0.10124775808536052,0.20000000000000018,20.168067226890756,0.8296681631043464,7.481994028856802,-1
2019-10-30,0.1511627906976744,-0.25,0,1957.0,1.8762483103677852,0.20000000000000018,207.0,2.1540533335291916,0.10124775808536052,0.20000000000000018,20.168067226890756,0.8296681631043464,7.481994028856802,0
2019-12-11,0.1282051282051282,0.0,-1,2040.0,1.1173323503332568,0.19999999999999973,215.0,2.6702647849291323,0.15304796465458906,0.0,13.600000000000001,1.1321755835256455,7.627672944590755,0
2020-01-29,0.11475409836065574,0.0,0,1959.0,3.390365296338894,0.2999999999999998,102.0,2.6702647849291323,0.017299707827157354,0.0,26.923076923076923,1.1321755835256455,7.371536879878573,-1
2020-03-03,0.12903225806451613,-0.5,0,1984.0,2.5107988629581297,0.5,334.0,3.1825560700352042,0.18795730684030146,0.10000000000000009,15.905245346869712,0.6413185086201968,7.569695708357335,-1
2020-03-15,0.11764705882352941,-1.0,-1,2279.0,2.553111810609204,0.2999999999999998,273.0,3.1825560700352042,0.18795730684030146,0.0,9.561128526645767,0.6413185086201968,7.569695708357335,0
2020-03-23,0.0,0.0,0,2279.0,2.553111810609204,0.2999999999999998,273.0,3.1825560700352042,0.18795730684030146,0.0,9.561128526645767,0.6413185086201968,7.569695708357335,0
2020-03-31,0.05,0.0,0,2279.0,2.553111810609204,0.2999999999999998,273.0,3.1825560700352042,0.18795730684030146,0.0,9.561128526645767,0.6413185086201968,7.569695708357335,0
2020-04-29,-0.041666666666666664,0.0,0,624.0,-7.389036945184727,-0.6000000000000005,-1427.0,3.1825560700352042,0.1809045226130722,-0.9000000000000004,-13.617021276595745,0.6413185086201968,7.725208025108525,0
2020-06-10,-0.05263157894736842,0.0,0,-17575.0,-5.3949682839446504,-9.5,2625.0,1.226554788967989,-0.3336966706825041,1.5,15.614617940199334,-1.3628647829649698,5.722341410083709,0
2020-07-29,0.058823529411764705,0.0,0,-13177.0,2.055043134525023,-7.4,4565.0,1.226554788967989,0.12183773516122832,2.1999999999999993,22.673656618610746,-1.3628647829649698,5.74991261194988,0
2020-08-27,0.15789473684210525,0.0,0,-11815.0,2.4958501304244725,-6.499999999999999,1444.0,-7.528460210503718,0.15618412479398708,0.8000000000000007,52.3168908819133,-7.891020385469473,1.3628746092229598,0
2020-09-16,0.1232876712328767,0.0,0,-10312.0,2.531539811178879,-4.7,1735.0,-7.528460210503718,0.36928257770719114,1.799999999999999,42.916666666666664,-7.891020385469473,1.7460393604881372,0
2020-11-05,0.11475409836065574,0.0,0,-8968.0,4.583085759556347,-3.3000000000000003,719.0,-1.468931476716716,0.15299964838590252,1.0,42.44105409153953,7.759223486629499,5.721168550094861,0
2020-12-16,0.04838709677419355,0.0,0,-8919.0,2.911980452142727,-3.1,264.0,-1.468931476716716,0.07590853022108197,0.20000000000000018,21.549295774647888,7.759223486629499,5.603966994155093,0
2021-01-27,0.12,0.0,0,-9289.0,3.3525300255955894,-3.1,-268.0,-1.468931476716716,0.07774722669954286,0.0,25.97402597402597,7.759223486629499,5.69586155840476,0
2021-03-17,0.14102564102564102,0.0,0,-8827.0,3.869783416482849,-2.7,575.0,-1.083285030352596,0.3475009206885759,0.09999999999999964,9.44206008583691,1.0352243844209597,6.4299771338371325,0
2021-04-28,0.19718309859154928,0.0,0,-6616.0,25.45391721241112,-1.6999999999999993,784.0,-1.083285030352596,0.21831801029482278,0.10000000000000053,39.57307060755337,1.0352243844209597,6.486956884689525,0
2021-06-16,0.18032786885245902,0.0,0,12041.0,20.741072369114082,7.3999999999999995,482.0,1.5726073238882172,0.6068539903688821,0.2999999999999998,2.7298850574712645,1.285520915524168,9.100996612660577,0
2021-07-28,0.06666666666666667,0.0,0,8169.0,11.938240567508576,5.1,693.0,1.5726073238882172,0.532557577560094,-0.10000000000000053,-23.504273504273502,1.285520915524168,9.73614365651282,0
2021-09-22,0.16417910447761194,0.0,0,6422.0,8.499501495513458,3.2,663.0,11.950272211519618,0.4279600570613441,0.20000000000000018,-32.94460641399417,1.5197464419807027,10.797451016181098,0
2021-11-03,0.1232876712328767,0.0,0,6018.0,6.948631943921008,3.1000000000000005,557.0,4.735316794710937,0.20647188876098513,0.40000000000000036,-24.898785425101213,0.8143721892875653,11.047238814765368,0
2021-12-15,0.20967741935483872,0.0,0,6430.0,9.790330301579703,2.5,614.0,4.735316794710937,0.4859414317493903,0.2999999999999998,-10.544611819235227,0.8143721892875653,11.686862149901865,0
2022-01-26,0.12121212121212122,0.0,0,7267.0,7.768215610727196,2.8000000000000003,569.0,4.735316794710937,0.5089958899262428,0.30000000000000027,-4.925544100801833,0.8143721892875653,12.362324489528643,1
2022-03-16,0.029411764705882353,0.25,0,7466.0,9.094061922475758,2.4000000000000004,904.0,5.42109178248657,0.4728747554869632,0.20000000000000018,1.045751633986928,1.6967722928780766,13.57735983709028,1
2022-05-04,0.08955223880597014,0.5,1,7064.0,0.6377145410947719,2.4999999999999996,254.0,3.5650820052708414,0.3948913159486182,0.0,-24.567901234567902,-0.4976793334115102,13.34836506212426,1
2022-06-15,0.028169014084507043,0.75,1,6946.0,1.080531672184925,2.1999999999999997,364.0,3.5650820052708414,0.32600992204111373,0.0,-11.048951048951048,-0.4976793334115102,12.906402521004331,1
2022-07-27,0.057971014492753624,0.75,1,6623.0,0.4983656219124182,2.3000000000000003,370.0,3.5650820052708414,0.3602712630686645,0.0,-21.368715083798882,-0.4976793334115102,12.63583367084404,1
2022-09-21,0.08955223880597014,0.75,1,6111.0,1.7618265033840497,1.5,352.0,1.8705984510977718,0.20735452374078844,-0.20000000000000018,-7.536231884057972,-0.14127228594345737,12.157009112085014,1
2022-11-02,0.1016949152542373,0.75,1,5904.0,0.7417783298534943,1.2999999999999998,350.0,1.7132131361220337,0.45850049497213025,0.20000000000000018,-23.58490566037736,0.6586186945369775,13.02374365522473,1
2022-12-14,0.11666666666666667,0.5,1,5123.0,-1.005441417559036,0.6000000000000001,290.0,1.7132131361220337,0.3466279411510435,0.10000000000000009,-24.61139896373057,0.6586186945369775,12.804404254678166,1
2023-02-01,0.12162162162162163,0.25,1,4793.0,-0.4348556226301694,0.3999999999999999,239.0,0.6516916593409237,0.3874004655677379,0.10000000000000009,-23.373493975903614,0.6354223995880561,12.549653913341485,1
2023-03-22,0.07792207792207792,0.25,1,4245.0,-0.6837055972407907,0.19999999999999973,248.0,0.6516916593409237,0.5074100694801003,-0.20000000000000018,-19.146183699870633,0.6354223995880561,12.265884862616703,1
2023-05-03,0.10526315789473684,0.25,1,4048.0,-2.6620410274090673,0.10000000000000009,217.0,1.7179273017444299,0.3359262998057403,0.10000000000000009,-9.476661951909476,0.5563806535349065,12.15379369650995,0
2023-06-14,0.08791208791208792,0.0,1,3928.0,-1.938579985844741,-0.10000000000000009,281.0,1.7179273017444299,0.3069014787071243,-0.30000000000000027,11.635220125786164,0.5563806535349065,12.12385770334759,1
2023-07-26,0.12643678160919541,0.25,0,3663.0,-1.5734356593444667,0.0,105.0,1.7179273017444299,0.288262166854907,0.10000000000000009,21.314387211367674,0.5563806535349065,12.011105584766176,0
2023-09-20,0.08421052631578947,0.0,1,3144.0,-0.8409161949084847,-0.09999999999999964,165.0,2.3824681594386568,0.11997751470353867,-0.2999999999999998,2.507836990595611,0.5111220984456092,11.295164175361034,0
2023-11-01,0.022727272727272728,0.0,0,3056.0,0.29513873706855087,-0.2999999999999998,262.0,2.9268869981759345,0.3290107074985983,0.0,23.456790123456788,1.1938709626620079,10.97082051123968,0
